Number,jstooltiptrigger_URL,Image,Title_URL,Title,Author_URL,Author,minirating,greytext,smalltext,progresstrigger,wtrtoread__spancontains_class_progresstrigger,myrating
4651,https://www.goodreads.com/book/show/445046.Death_Note_Vol_12,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1488505722i/445046._SY75_.jpg,https://www.goodreads.com/book/show/445046.Death_Note_Vol_12,"Death Note, Vol. 12: Finis (Death Note, #12)",https://www.goodreads.com/author/show/5502079.Tsugumi_Ohba,Tsugumi Ohba," 4.37 avg rating — 14,973 ratings",and,and,Want to Read,Want to Read,Rate this book
4651,https://www.goodreads.com/book/show/104734.The_Vagina_Monologues,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327243997i/104734._SY75_.jpg,https://www.goodreads.com/book/show/104734.The_Vagina_Monologues,The Vagina Monologues,https://www.goodreads.com/author/show/60609.Eve_Ensler,Eve Ensler," 3.88 avg rating — 29,573 ratings",and,and,Want to Read,Want to Read,Rate this book
4651,https://www.goodreads.com/book/show/12292002-cinema-of-shadows,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347272930i/12292002._SX50_.jpg,https://www.goodreads.com/book/show/12292002-cinema-of-shadows,"Cinema of Shadows (Harmony, Indiana, #2)",https://www.goodreads.com/author/show/5130924.Michael_West,Michael  West, 3.71 avg rating — 298 ratings,(Goodreads Author),and,Want to Read,Want to Read,Rate this book
4651,https://www.goodreads.com/book/show/25893693-lilac-girls,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1462850258i/25893693._SY75_.jpg,https://www.goodreads.com/book/show/25893693-lilac-girls,"Lilac Girls (Lilac Girls, #1)",https://www.goodreads.com/author/show/14160478.Martha_Hall_Kelly,Martha Hall Kelly," 4.27 avg rating — 223,053 ratings",(Goodreads Author),and,Want to Read,Want to Read,Rate this book
4651,https://www.goodreads.com/book/show/28187230-the-woman-in-cabin-10,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1465878007i/28187230._SY75_.jpg,https://www.goodreads.com/book/show/28187230-the-woman-in-cabin-10,The Woman in Cabin 10,https://www.goodreads.com/author/show/9013543.Ruth_Ware,Ruth Ware," 3.71 avg rating — 394,562 ratings",(Goodreads Author),and,Want to Read,Want to Read,Rate this book
4651,https://www.goodreads.com/book/show/54331661-pack-s-posse,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1593488873i/54331661._SY75_.jpg,https://www.goodreads.com/book/show/54331661-pack-s-posse,Pack's Posse (Simon Pack Book 8),https://www.goodreads.com/author/show/6957510.John_M_Vermillion,John M. Vermillion, 4.34 avg rating — 483 ratings,(Goodreads Author),and,Want to Read,Want to Read,Rate this book
4657,https://www.goodreads.com/book/show/769658.Battlefield_Earth,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1349316024i/769658._SY75_.jpg,https://www.goodreads.com/book/show/769658.Battlefield_Earth,Battlefield Earth: A Saga of the Year 3000,https://www.goodreads.com/author/show/33503.L_Ron_Hubbard,L. Ron Hubbard," 3.48 avg rating — 22,135 ratings",and,and,Want to Read,Want to Read,Rate this book
4657,https://www.goodreads.com/book/show/13641208-tenth-of-december,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1349967540i/13641208._SX50_.jpg,https://www.goodreads.com/book/show/13641208-tenth-of-december,Tenth of December,https://www.goodreads.com/author/show/8885.George_Saunders,George Saunders," 3.96 avg rating — 63,511 ratings",and,and,Want to Read,Want to Read,Rate this book
4657,https://www.goodreads.com/book/show/18403921-introductions,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1378048801i/18403921._SX50_.jpg,https://www.goodreads.com/book/show/18403921-introductions,"Introductions (The Ghost Bird, #1)",https://www.goodreads.com/author/show/6869072.C_L_Stone,C.L. Stone," 4.10 avg rating — 14,854 ratings",(Goodreads Author),and,Want to Read,Want to Read,Rate this book
4657,https://www.goodreads.com/book/show/22820335-amatore-s-restaurant,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1406396425i/22820335._SY75_.jpg,https://www.goodreads.com/book/show/22820335-amatore-s-restaurant,Amatore's Restaurant,https://www.goodreads.com/author/show/8416438.James_Sillwood,James Sillwood, 4.22 avg rating — 93 ratings,(Goodreads Author),and,Want to Read,Want to Read,Rate this book
4657,https://www.goodreads.com/book/show/424.Slouching_Towards_Bethlehem,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1565376368i/424._SX50_.jpg,https://www.goodreads.com/book/show/424.Slouching_Towards_Bethlehem,Slouching Towards Bethlehem,https://www.goodreads.com/author/show/238.Joan_Didion,Joan Didion," 4.19 avg rating — 38,523 ratings",and,and,Want to Read,Want to Read,Rate this book
4662,https://www.goodreads.com/book/show/9417.Shopaholic_and_Sister,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1390204703i/9417._SY75_.jpg,https://www.goodreads.com/book/show/9417.Shopaholic_and_Sister,"Shopaholic and Sister (Shopaholic, #4)",https://www.goodreads.com/author/show/6160.Sophie_Kinsella,Sophie Kinsella," 3.67 avg rating — 84,809 ratings",(Goodreads Author),and,Want to Read,Want to Read,Rate this book
4662,https://www.goodreads.com/book/show/25100.Dream_Country,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1402485052i/25100._SY75_.jpg,https://www.goodreads.com/book/show/25100.Dream_Country,"Dream Country (The Sandman, #3)",https://www.goodreads.com/author/show/1221698.Neil_Gaiman,Neil Gaiman," 4.24 avg rating — 99,238 ratings",(Goodreads Author),and,Want to Read,Want to Read,Rate this book
4662,https://www.goodreads.com/book/show/62793.Spring_Snow,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1360239609i/62793._SX50_.jpg,https://www.goodreads.com/book/show/62793.Spring_Snow,Spring Snow,https://www.goodreads.com/author/show/35258.Yukio_Mishima,Yukio Mishima," 4.15 avg rating — 12,630 ratings",and,and,Want to Read,Want to Read,Rate this book
4662,https://www.goodreads.com/book/show/61899.A_Civil_Campaign,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386924032i/61899._SY75_.jpg,https://www.goodreads.com/book/show/61899.A_Civil_Campaign,"A Civil Campaign (Vorkosigan Saga, #12)",https://www.goodreads.com/author/show/16094.Lois_McMaster_Bujold,Lois McMaster Bujold," 4.41 avg rating — 16,733 ratings",(Goodreads Author),and,Want to Read,Want to Read,Rate this book
4662,https://www.goodreads.com/book/show/1883838.The_Heroin_Diaries,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1408936840i/1883838._SX50_.jpg,https://www.goodreads.com/book/show/1883838.The_Heroin_Diaries,The Heroin Diaries: A Year in the Life of a Shattered Rock Star,https://www.goodreads.com/author/show/10758.Nikki_Sixx,Nikki Sixx," 4.10 avg rating — 30,873 ratings",and,and,Want to Read,Want to Read,Rate this book
4662,https://www.goodreads.com/book/show/244261.The_Street_of_Crocodiles,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388849901i/244261._SY75_.jpg,https://www.goodreads.com/book/show/244261.The_Street_of_Crocodiles,The Street of Crocodiles,https://www.goodreads.com/author/show/142899.Bruno_Schulz,Bruno Schulz," 4.13 avg rating — 7,033 ratings",and,and,Want to Read,Want to Read,Rate this book
4668,https://www.goodreads.com/book/show/5266667-a-kiss-in-time,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1355870076i/5266667._SY75_.jpg,https://www.goodreads.com/book/show/5266667-a-kiss-in-time,A Kiss in Time,https://www.goodreads.com/author/show/79589.Alex_Flinn,Alex Flinn," 3.76 avg rating — 18,854 ratings",(Goodreads Author),and,Want to Read,Want to Read,Rate this book
4668,https://www.goodreads.com/book/show/25953369-hidden-figures,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1481844518i/25953369._SY75_.jpg,https://www.goodreads.com/book/show/25953369-hidden-figures,Hidden Figures,https://www.goodreads.com/author/show/14176929.Margot_Lee_Shetterly,Margot Lee Shetterly," 3.92 avg rating — 86,931 ratings",(Goodreads Author),and,Want to Read,Want to Read,Rate this book
4670,https://www.goodreads.com/book/show/86236.Into_the_Forest,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1479868647i/86236._SY75_.jpg,https://www.goodreads.com/book/show/86236.Into_the_Forest,Into the Forest,https://www.goodreads.com/author/show/49347.Jean_Hegland,Jean Hegland," 3.81 avg rating — 11,863 ratings",(Goodreads Author),and,Want to Read,Want to Read,Rate this book
4670,https://www.goodreads.com/book/show/7987.The_Legend_of_Luke,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442546166i/7987._SY75_.jpg,https://www.goodreads.com/book/show/7987.The_Legend_of_Luke,"The Legend of Luke (Redwall, #12)",https://www.goodreads.com/author/show/5329.Brian_Jacques,Brian Jacques," 4.01 avg rating — 15,578 ratings",and,and,Want to Read,Want to Read,Rate this book
4670,https://www.goodreads.com/book/show/11544421-magic-rises,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1359571572i/11544421._SY75_.jpg,https://www.goodreads.com/book/show/11544421-magic-rises,"Magic Rises (Kate Daniels, #6)",https://www.goodreads.com/author/show/21748.Ilona_Andrews,Ilona Andrews," 4.45 avg rating — 49,176 ratings",(Goodreads Author),and,Want to Read,Want to Read,Rate this book
4670,https://www.goodreads.com/book/show/18071296-willing-captive,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1371600310i/18071296._SY75_.jpg,https://www.goodreads.com/book/show/18071296-willing-captive,Willing Captive,https://www.goodreads.com/author/show/6983012.Belle_Aurora,Belle Aurora," 4.08 avg rating — 20,449 ratings",(Goodreads Author),and,Want to Read,Want to Read,Rate this book
4670,https://www.goodreads.com/book/show/94578.The_Gay_Science,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1374735026i/94578._SY75_.jpg,https://www.goodreads.com/book/show/94578.The_Gay_Science,The Gay Science,https://www.goodreads.com/author/show/1938.Friedrich_Nietzsche,Friedrich Nietzsche," 4.26 avg rating — 13,664 ratings",and,and,Want to Read,Want to Read,Rate this book
4675,https://www.goodreads.com/book/show/359.The_Salmon_of_Doubt,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388273676i/359._SY75_.jpg,https://www.goodreads.com/book/show/359.The_Salmon_of_Doubt,"The Salmon of Doubt (Dirk Gently, #3)",https://www.goodreads.com/author/show/4.Douglas_Adams,Douglas Adams," 3.93 avg rating — 26,375 ratings",and,and,Want to Read,Want to Read,Rate this book
4675,https://www.goodreads.com/book/show/896625.A_Rose_in_Winter,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327110426i/896625._SY75_.jpg,https://www.goodreads.com/book/show/896625.A_Rose_in_Winter,A Rose in Winter,https://www.goodreads.com/author/show/88445.Kathleen_E_Woodiwiss,Kathleen E. Woodiwiss," 4.16 avg rating — 10,207 ratings",and,and,Want to Read,Want to Read,Rate this book
4675,https://www.goodreads.com/book/show/10847.Under_the_Banner_of_Heaven,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1356441391i/10847._SY75_.jpg,https://www.goodreads.com/book/show/10847.Under_the_Banner_of_Heaven,Under the Banner of Heaven,https://www.goodreads.com/author/show/1235.Jon_Krakauer,Jon Krakauer," 3.99 avg rating — 161,233 ratings",(Goodreads Author),and,Want to Read,Want to Read,Rate this book
4678,https://www.goodreads.com/book/show/43884.Phantom,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1574449879i/43884._SY75_.jpg,https://www.goodreads.com/book/show/43884.Phantom,"Phantom (Sword of Truth, #10)",https://www.goodreads.com/author/show/3441.Terry_Goodkind,Terry Goodkind," 3.99 avg rating — 43,124 ratings",and,and,Want to Read,Want to Read,Rate this book
4678,https://www.goodreads.com/book/show/2265.It_s_Not_about_the_Bike,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1433639489i/2265._SY75_.jpg,https://www.goodreads.com/book/show/2265.It_s_Not_about_the_Bike,It's Not about the Bike: My Journey Back to Life,https://www.goodreads.com/author/show/1544.Lance_Armstrong,Lance Armstrong," 3.70 avg rating — 39,718 ratings",and,and,Want to Read,Want to Read,Rate this book
4678,https://www.goodreads.com/book/show/592191.Birdy,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1392306667i/592191._SY75_.jpg,https://www.goodreads.com/book/show/592191.Birdy,Birdy,https://www.goodreads.com/author/show/157249.William_Wharton,William Wharton," 4.04 avg rating — 6,015 ratings",and,and,Want to Read,Want to Read,Rate this book
4678,https://www.goodreads.com/book/show/536478.The_First_Men_in_the_Moon,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1311647668i/536478._SY75_.jpg,https://www.goodreads.com/book/show/536478.The_First_Men_in_the_Moon,The First Men in the Moon,https://www.goodreads.com/author/show/880695.H_G_Wells,H.G. Wells," 3.68 avg rating — 12,969 ratings",and,and,Want to Read,Want to Read,Rate this book
4678,https://www.goodreads.com/book/show/511614.The_101_Dalmatians,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1387310637i/511614._SY75_.jpg,https://www.goodreads.com/book/show/511614.The_101_Dalmatians,"The 101 Dalmatians (The Hundred and One Dalmatians, #1)",https://www.goodreads.com/author/show/6208.Dodie_Smith,Dodie Smith," 4.10 avg rating — 35,109 ratings",and,and,Want to Read,Want to Read,Rate this book
4678,https://www.goodreads.com/book/show/92365.Mysterious_Skin,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1335326339i/92365._SX50_.jpg,https://www.goodreads.com/book/show/92365.Mysterious_Skin,Mysterious Skin,https://www.goodreads.com/author/show/53047.Scott_Heim,Scott Heim," 4.04 avg rating — 9,028 ratings",and,and,Want to Read,Want to Read,Rate this book
4678,https://www.goodreads.com/book/show/797165.The_Lusiads,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1178466116i/797165._SY75_.jpg,https://www.goodreads.com/book/show/797165.The_Lusiads,The Lusiads,https://www.goodreads.com/author/show/417720.Lu_s_de_Cam_es,Luís de Camões," 4.01 avg rating — 7,016 ratings",and,and,Want to Read,Want to Read,Rate this book
4678,https://www.goodreads.com/book/show/25451264-death-s-end,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1430330507i/25451264._SY75_.jpg,https://www.goodreads.com/book/show/25451264-death-s-end,Death's End (Remembrance of Earth’s Past #3),https://www.goodreads.com/author/show/5780686.Liu_Cixin,Liu Cixin," 4.43 avg rating — 52,299 ratings",(Goodreads Author),and,Want to Read,Want to Read,Rate this book
4678,https://www.goodreads.com/book/show/44663953-what-you-are-not-being-told-about-vaccines,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1553979860i/44663953._SY75_.jpg,https://www.goodreads.com/book/show/44663953-what-you-are-not-being-told-about-vaccines,What You Are Not Being Told about Vaccines: The Year of Truth 2019,https://www.goodreads.com/author/show/18988584.Sharon_Storm,Sharon Storm, 4.89 avg rating — 251 ratings,and,and,Want to Read,Want to Read,Rate this book
4687,https://www.goodreads.com/book/show/119389.Windmills_of_the_Gods,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1405239745i/119389._SY75_.jpg,https://www.goodreads.com/book/show/119389.Windmills_of_the_Gods,Windmills of the Gods,https://www.goodreads.com/author/show/9068.Sidney_Sheldon,Sidney Sheldon," 3.86 avg rating — 29,323 ratings",and,and,Want to Read,Want to Read,Rate this book
4687,https://www.goodreads.com/book/show/11051889-the-fallen-star,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1331385411i/11051889._SX50_.jpg,https://www.goodreads.com/book/show/11051889-the-fallen-star,"The Fallen Star (Fallen Star, #1)",https://www.goodreads.com/author/show/4601855.Jessica_Sorensen,Jessica Sorensen," 3.91 avg rating — 28,116 ratings",(Goodreads Author),and,Want to Read,Want to Read,Rate this book
4687,https://www.goodreads.com/book/show/12647642-love-unrehearsed,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347242126i/12647642._SY75_.jpg,https://www.goodreads.com/book/show/12647642-love-unrehearsed,"Love Unrehearsed (Love, #2)",https://www.goodreads.com/author/show/3980637.Tina_Reber,Tina Reber," 4.25 avg rating — 44,864 ratings",(Goodreads Author),and,Want to Read,Want to Read,Rate this book
4687,https://www.goodreads.com/book/show/16074582-spook-house,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1349695366i/16074582._SX50_.jpg,https://www.goodreads.com/book/show/16074582-spook-house,"Spook House (Harmony, Indiana, #3)",https://www.goodreads.com/author/show/5130924.Michael_West,Michael  West, 3.82 avg rating — 240 ratings,(Goodreads Author),and,Want to Read,Want to Read,Rate this book
4687,https://www.goodreads.com/book/show/20316309,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1387912700i/20316309._SX50_.jpg,https://www.goodreads.com/book/show/20316309,في قلبي أنثى عبرية,https://www.goodreads.com/author/show/6447490._,خولة حمدي," 3.98 avg rating — 46,157 ratings",(Goodreads Author),and,Want to Read,Want to Read,Rate this book
4687,https://www.goodreads.com/book/show/13496575-starflower,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1329958408i/13496575._SY75_.jpg,https://www.goodreads.com/book/show/13496575-starflower,"Starflower (Tales of Goldstone Wood, #4)",https://www.goodreads.com/author/show/3145809.Anne_Elisabeth_Stengl,Anne Elisabeth Stengl, 4.48 avg rating — 807 ratings,(Goodreads Author),and,Want to Read,Want to Read,Rate this book
4687,https://www.goodreads.com/book/show/542389.Stalingrad,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348217283i/542389._SY75_.jpg,https://www.goodreads.com/book/show/542389.Stalingrad,"Stalingrad: The Fateful Siege, 1942–1943",https://www.goodreads.com/author/show/3407.Antony_Beevor,Antony Beevor," 4.31 avg rating — 29,106 ratings",and,and,Want to Read,Want to Read,Rate this book
4694,https://www.goodreads.com/book/show/411449.Charly,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1387747622i/411449._SY75_.jpg,https://www.goodreads.com/book/show/411449.Charly,Charly,https://www.goodreads.com/author/show/151195.Jack_Weyland,Jack Weyland," 3.99 avg rating — 9,053 ratings",and,and,Want to Read,Want to Read,Rate this book
4694,https://www.goodreads.com/book/show/26435.The_Problem_of_Pain,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328546308i/26435._SY75_.jpg,https://www.goodreads.com/book/show/26435.The_Problem_of_Pain,The Problem of Pain,https://www.goodreads.com/author/show/1069006.C_S_Lewis,C.S. Lewis," 4.10 avg rating — 48,484 ratings",and,and,Want to Read,Want to Read,Rate this book
4694,https://www.goodreads.com/book/show/9010.I_Hope_They_Serve_Beer_in_Hell,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388179505i/9010._SY75_.jpg,https://www.goodreads.com/book/show/9010.I_Hope_They_Serve_Beer_in_Hell,"I Hope They Serve Beer in Hell (Tucker Max, #1)",https://www.goodreads.com/author/show/5856.Tucker_Max,Tucker Max," 3.50 avg rating — 54,836 ratings",(Goodreads Author),and,Want to Read,Want to Read,Rate this book
4694,https://www.goodreads.com/book/show/5153799-father-mine,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1533627559i/5153799._SX50_.jpg,https://www.goodreads.com/book/show/5153799-father-mine,"Father Mine (Black Dagger Brotherhood, #6.5)",https://www.goodreads.com/author/show/20248.J_R_Ward,J.R. Ward," 4.47 avg rating — 39,073 ratings",(Goodreads Author),and,Want to Read,Want to Read,Rate this book
4694,https://www.goodreads.com/book/show/64863.A_is_for_Alibi,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388198817i/64863._SY75_.jpg,https://www.goodreads.com/book/show/64863.A_is_for_Alibi,"A is for Alibi (Kinsey Millhone, #1)",https://www.goodreads.com/author/show/9559.Sue_Grafton,Sue Grafton," 3.86 avg rating — 164,518 ratings",and,and,Want to Read,Want to Read,Rate this book
4694,https://www.goodreads.com/book/show/6460331-runaway,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328840338i/6460331._SY75_.jpg,https://www.goodreads.com/book/show/6460331-runaway,"Runaway (Airhead, #3)",https://www.goodreads.com/author/show/11654.Meg_Cabot,Meg Cabot," 3.91 avg rating — 23,579 ratings",(Goodreads Author),and,Want to Read,Want to Read,Rate this book
4694,https://www.goodreads.com/book/show/3260388,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1441831053i/3260388._SY75_.jpg,https://www.goodreads.com/book/show/3260388,"پیر کامل  (Peer-e-Kamil, #1)",https://www.goodreads.com/author/show/4335300.Umera_Ahmed,Umera Ahmed," 4.44 avg rating — 6,675 ratings",and,and,Want to Read,Want to Read,Rate this book
4694,https://www.goodreads.com/book/show/13455112-origin,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1346121755i/13455112._SY75_.jpg,https://www.goodreads.com/book/show/13455112-origin,"Origin (Corpus, #1)",https://www.goodreads.com/author/show/5625945.Jessica_Khoury,Jessica Khoury," 3.89 avg rating — 14,836 ratings",(Goodreads Author),and,Want to Read,Want to Read,Rate this book
4694,https://www.goodreads.com/book/show/762390.The_Hour_of_the_Star,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1325790532i/762390._SY75_.jpg,https://www.goodreads.com/book/show/762390.The_Hour_of_the_Star,The Hour of the Star,https://www.goodreads.com/author/show/86098.Clarice_Lispector,Clarice Lispector," 4.03 avg rating — 17,894 ratings",and,and,Want to Read,Want to Read,Rate this book
4694,https://www.goodreads.com/book/show/519112.The_Melancholy_Death_of_Oyster_Boy_and_Other_Stories,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1338646527i/519112._SY75_.jpg,https://www.goodreads.com/book/show/519112.The_Melancholy_Death_of_Oyster_Boy_and_Other_Stories,The Melancholy Death of Oyster Boy and Other Stories,https://www.goodreads.com/author/show/5773.Tim_Burton,Tim Burton," 4.13 avg rating — 33,887 ratings",and,and,Want to Read,Want to Read,Rate this book
4704,https://www.goodreads.com/book/show/6466909-new-moon,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1343724104i/6466909._SX50_.jpg,https://www.goodreads.com/book/show/6466909-new-moon,"New Moon: The Complete Illustrated Movie Companion (The Twilight Saga: The Official Illustrated Movie Companion, #2)",https://www.goodreads.com/author/show/61939.Mark_Cotta_Vaz,Mark Cotta Vaz," 4.31 avg rating — 131,227 ratings",and,and,Want to Read,Want to Read,Rate this book
4704,https://www.goodreads.com/book/show/15742039-breathe,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1486770372i/15742039._SX50_.jpg,https://www.goodreads.com/book/show/15742039-breathe,"Breathe (Colorado Mountain, #4)",https://www.goodreads.com/author/show/2958084.Kristen_Ashley,Kristen Ashley," 4.35 avg rating — 34,659 ratings",(Goodreads Author),and,Want to Read,Want to Read,Rate this book
4704,https://www.goodreads.com/book/show/7147831-min-kamp-1,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1262695721i/7147831._SY75_.jpg,https://www.goodreads.com/book/show/7147831-min-kamp-1,Min kamp 1 (Min kamp #1),https://www.goodreads.com/author/show/3020048.Karl_Ove_Knausg_rd,Karl Ove Knausgård," 4.08 avg rating — 33,257 ratings",and,and,Want to Read,Want to Read,Rate this book
4704,https://www.goodreads.com/book/show/38109678-cancer,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1516477143i/38109678._SY75_.jpg,https://www.goodreads.com/book/show/38109678-cancer,Cancer: It can be a lonely journey,https://www.goodreads.com/author/show/7215654.Ron_Millicent,Ron Millicent, 4.35 avg rating — 128 ratings,(Goodreads Author),and,Want to Read,Want to Read,Rate this book
4708,https://www.goodreads.com/book/show/273512.Starlight,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1392456105i/273512._SY75_.jpg,https://www.goodreads.com/book/show/273512.Starlight,"Starlight (Warriors: The New Prophecy, #4)",https://www.goodreads.com/author/show/27498.Erin_Hunter,Erin Hunter," 4.30 avg rating — 21,469 ratings",and,and,Want to Read,Want to Read,Rate this book
4708,https://www.goodreads.com/book/show/495395.The_Year_of_Living_Biblically,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327977486i/495395._SY75_.jpg,https://www.goodreads.com/book/show/495395.The_Year_of_Living_Biblically,The Year of Living Biblically: One Man's Humble Quest to Follow the Bible as Literally as Possible,https://www.goodreads.com/author/show/963811.A_J_Jacobs,A.J. Jacobs," 3.75 avg rating — 63,368 ratings",and,and,Want to Read,Want to Read,Rate this book
4708,https://www.goodreads.com/book/show/15742663-perfect-timing,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1360460347i/15742663._SY75_.jpg,https://www.goodreads.com/book/show/15742663-perfect-timing,"Perfect Timing (Kendrick/Coulter/Harrigan, #11)",https://www.goodreads.com/author/show/51304.Catherine_Anderson,Catherine Anderson," 4.12 avg rating — 2,022 ratings",(Goodreads Author),and,Want to Read,Want to Read,Rate this book
4708,https://www.goodreads.com/book/show/6977769-61-hours,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320512665i/6977769._SY75_.jpg,https://www.goodreads.com/book/show/6977769-61-hours,"61 Hours (Jack Reacher, #14)",https://www.goodreads.com/author/show/5091.Lee_Child,Lee Child," 4.09 avg rating — 76,179 ratings",(Goodreads Author),and,Want to Read,Want to Read,Rate this book
4708,https://www.goodreads.com/book/show/3049.Sir_Gawain_and_the_Green_Knight,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1309282183i/3049._SY75_.jpg,https://www.goodreads.com/book/show/3049.Sir_Gawain_and_the_Green_Knight,Sir Gawain and the Green Knight,https://www.goodreads.com/author/show/4699102.Unknown,Unknown," 3.72 avg rating — 53,748 ratings",and,and,Want to Read,Want to Read,Rate this book
4708,https://www.goodreads.com/book/show/6654104-percy-jackson-the-olympians,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1360574678i/6654104._SX50_.jpg,https://www.goodreads.com/book/show/6654104-percy-jackson-the-olympians,Percy Jackson & the Olympians:  The Ultimate Guide,https://www.goodreads.com/author/show/15872.Rick_Riordan,Rick Riordan," 4.10 avg rating — 17,413 ratings",(Goodreads Author),and,Want to Read,Want to Read,Rate this book
4708,https://www.goodreads.com/book/show/33230889-the-good-daughter,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1502131816i/33230889._SY75_.jpg,https://www.goodreads.com/book/show/33230889-the-good-daughter,"The Good Daughter (Good Daughter, #1)",https://www.goodreads.com/author/show/12504.Karin_Slaughter,Karin Slaughter," 4.09 avg rating — 122,113 ratings",(Goodreads Author),and,Want to Read,Want to Read,Rate this book
4708,https://www.goodreads.com/book/show/35068705-the-poppy-war,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1515691735i/35068705._SY75_.jpg,https://www.goodreads.com/book/show/35068705-the-poppy-war,"The Poppy War (The Poppy War, #1)",https://www.goodreads.com/author/show/16820001.R_F_Kuang,R.F. Kuang," 4.02 avg rating — 55,910 ratings",(Goodreads Author),and,Want to Read,Want to Read,Rate this book
4716,https://www.goodreads.com/book/show/1875.The_History_of_Sexuality_Volume_1,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1486236798i/1875._SY75_.jpg,https://www.goodreads.com/book/show/1875.The_History_of_Sexuality_Volume_1,"The History of Sexuality, Volume 1: An Introduction",https://www.goodreads.com/author/show/1260.Michel_Foucault,Michel Foucault," 4.04 avg rating — 18,534 ratings",and,and,Want to Read,Want to Read,Rate this book
